الشكل جميل فقط, 0 '
'جيد جدا ولايستاهل هذه القيمة حيث أن هناك مثيلاته بسعر اقل وهو عرضة للتلف الكهربائي, 1 '
'مفيد في حالة الخروج من البيت, 1 '
'المنتج عبارة عن شامبو بس بصراحه, 1 '
'نظارة أصلية وذات تصميم جذاب جدا لونها أنيق, 1 '
'غير جيدة هواء ظعيف وماتنفع القزاز الواحد يقدر يدخل يدة ويسرق اذا علقتها في الشباك, 0 '
'ال ليست بنفس حجم الشاشة, 0 '
'منتج سيء بمعنى الكلمة اشتريت 3 لثلاث اشخاص و جميعها تقطعت خيوطها عند اول استخدام, 0 '
'روعه صراحة وخصوصا فتحات الشحن يواس بي, 1 '
'تحتاج الي وقت كبير جدا لتعبئة اطار السيارة اكثر من وقت تغير اطار السيارة, 0 '
'أصلي ١٠٠, 1 '
'جميلة جدا وعملية ويوجد بداخل العلبة كتيب تعليمات الاستخدام باللغة العربية, 1 '
'السلعة ممتازه ومطابقة للمواصفات انصح الجميع بتجربتها هناك سرعة في توصيل الطلب سهلة الاستخدام, 1 '
'جيد لكن سعره مبالغ فيه, 0 '
'المنتج رائع جدا, 1 '
'لم اتوقعها هكذا كنت اتمناها بمواصفات ذكية تناسب مستوى الايفون, 0 '
'فى البداية كانت سريعه ومن تانى مرة لاقيتها بطيئة جدا ولكن فى منها اصلى ومكتوب عليها الاسم وبلد المنشاء ولكن دى مش مكتوب عليها شىءوارجو من سوق ينزل لنا الاصلية منها لانى لاقيتها على سوق السعودية من دود واصليةارجو وجودها هنا لو سمحتوا, 0 '
'السلام عليكم ورحمة الله وبركاته ممتازة جدا لفحص السيارة عن طريق الجوال والكمبيوتر انصح بها وشكرا, 1 '
'في الحقيقة صناعة سيئة لايتناسب مع حجم قدرتة المذكورة حيث انه لايشحن الجهاز سوى مرة ونصف فقط ززثقيل غير مرن, 0 '
'هذه السلعه قديمة والبائع كان صادق في الوصف والصورة مطابقة للعملة, 1 '
'عملية و خفيفة الوزن ومتوسطة الحجم لاتأخذ حيز من المكان تصلح لعائلة صغيرة للاسف غير مقاومة للصدء, 1 '
'سماعات قوية عند وضعها في كلتا الأذنين تنسى ما حولك لذا لا أنصح بوضعها معا أثناء القيادة, 1 '
'عملية وسهلة الاستخدام والتنظيف, 1 '
'جودتها عالية ومرنة جدا للاستخدام, 1 '
'منتج ممتاز وعلمي في نفس الوقت, 1 '
'الجهاز لا يحسب الريال السعودي يحسب فقط عدد الأوراق المدخلة يعني تضع عشرة أوراق من فئة مئة ريال يطلع الناتج عشرة, 0 '
'رائع وممتاز, 0 '
'السعر بالنسبه للخامه مبالغ فيه, 0 '
'اشتريتها وللاسف طلعت رديئة جدا واظن ذالك بسبب السعر المخفض جدا, 0 '
'جيدة جدا ومفيدة وسعرها مقبول, 1 '
'رائع وسريع, 1 '
'رائعة تعطي جاذبية للون الشعر أحببتهااااا كثيرا وبسعررر رائع جدا, 1 '
'نوع تابليت 08, 0 '
'كان الشحن لفترة قياسيه والتغليف كان جيد ومنتج120 ممــــــــــــتاز جــــــــــدا جـــدا وتجاوب البائع مع الزبائن كان جـــــــــــدا راقي وممــــــــــتاز, 1 '
'جميل أنصح باقتنائه, 1 '
'المنتج عملي جدا والمقاس كبير, 1 '
'تقفيل الجراب وحش جدا كذالك طبيعه الجلد وحشه مع عدم ثبات الجوانب الضامه للسلعه حيث خلعت من اول مره عند التركيب, 0 '
'سغر مرتفع يقدر قيمتها 1000 درهم, 0 '
'المنتج رائع و عملي جدا و غير متوفر الا من خلال سوقكوم, 1 '
'احجامها متنوعه, 1 '
'من اول يوم استلمته والجهاز يغلق نفسه تلقائيا ثم تحولت الشاشة بيضاء سيء جدا واتحدث فقط عن هذا الهاتف ان كان هناك هاتف مثيل وخالي من العيوب الله تعالى اعلم, 0 '
'انصح به, 1 '
'لا تعمل وشكران لى سوق كوم خدمات متميزة, 0 '
'هذه السلعه لعبة جيده نوعا ما للاطفال دون سن الخامسه لكنها ليست كاللعبه اللي في الاي باد حيث ترا توم يتحرك ويتفاعل بصوتك بل هي شاشه وهميه من البلاستيك, 0 '
'ليس كما اردت لا اريده اتمنا عدم شحنه, 0 '
'جيده جدا و يميزها الجوده العاليه لكن حجمها صغير نسبيا وهذا لا يعيبها وانصح بها كهديه لحبيبتك ايا كانت, 1 '
'جيدة وتفيد اثناء انقطاع الكهرباء وسهلة الحمل وتستطيع ان تستخدمعا خار المنزل ومنظرها جميل ولا تاخذ حيز من المكان, 1 '
'جودة سيئة جدااااا, 0 '
'عدم المصدقيه في المواصفات, 0 '
'المنتج تم وصفة لي من مركز الدكتور سيركان ايجن لزراعة الشعر في تركيا وانا استخدمه للشهر السادس حاليا يعتبر مساعد فعال لنمو الشعر بعد عملية الزراعة يضاعف نتائج الزراعة الى اكثر من 90 الرغوة نتائجها افضل من البخاخات والمحاليل الاخرى, 1 '
'سلعة ممتازة انصح الجميع بشرائها, 1 '
'صغيرة الحجم كأنها نظارة طبية, 0 '
'السلعة جميلة جدا لكن أنصح البائع بالاتصال على المشتري والتواصل معه بشأن اختيار اللون المناسب للمشتري, 1 '
'لا يعمل بالشكل المتوقع, 0 '
'توصيل سريع والبضاعة مرة ممتازة وصلتني سليمة و مغلفة ونظيفة ولي تعامل معك مرة أخرى شكرا لك, 1 '
'ضعيف, 0 '
'الميزان اشتغل شوية وبعدين خرب ولم يعمل مرة اخرى حتى تاريخه والبطارية تنتهى بسرعه جدا, 0 '
'ممتاز يوقف التساقط ويطول حل جميع مشاكل شعر, 1 '
'ضعيفة جدا وسهلة تتقطع من أقل شدة ومش مظبوطة في الطول في نص أطول من نص يعني المغناطيس اللي في النص الأول والمغناطيس اللي في النص التاني مش هيبقو قدام بعض فالجذب بينهم هيكون ضعيف بس هتقفل لما تدخل أو تخرج, 0 '
'أتمنى أن يكون منها أحجام أكبر لتصبح الفوائد أكثر, 1 '
'سلعة ليست بالمواصفات المطلوبة هنالك عيب خطير وهو أن الجهاز يسخن كثيرا ويعلق ويعيد تشغيل نفسه, 0 '
'منتج جميل وسعره ممتاز شكرا لكم ولتعاونكم و لتوفير مثل هذا المنتج على سوق دوت كوم وبهذا السعر المعقول والمناسب ولارسالكم للمنتج بسرعة كافية, 1 '
'منتج ممتاز وخامته جميله جدا وشكله وبيلم الجسم فعلا تقييمي للمنتج ١٠١٠ انصح بيه بس لسه مجربتش بقي هيحرر الواحد ولالا عموما ف الشتا هيبقي كويس جدا هيدفي, 1 '
'ما يشحن تمام ويخلص الشاحن بسرعه والنور ضعيف جدا, 0 '
'فكرة جديدة والوان أكثر من رائعه, 1 '
'الجهاز سيئ جدا لا يسخن لمدة 20 دقيقه انتظر لكي الطبخ الخبز, 0 '
'إيجابيات و سلبيات ليلي انجل آلة الرسم والطباعة على الأظافر, 1 '
'الحمدلله والصلاة والسلام على رسول الله نوعية ممتازة وصلت مغلفة بعناية و في وقت مناسب, 1 '
'تحتاج إلى داعم للرأس أعلى من مستوى الظهر حتى لا يكون قاسي على الظهر, 0 '
'انصح بهذا الشاحن بقوه خاصتا ان قوته تقريبا ٢٠٠٠٠ لانه القديم قوته ١٥٠٠٠ ماكان يشغل جميع السيارات, 1 '
'مقاس البشر واحد و مش متحرك حسب حجم الخضار المطلوب مقاسات كبيرة من ال خضار حتى يتم البشر و التقطيع جيدا, 0 '
'الكفر صغير, 0 '
'الشكل والحجم والامكانيات مناسبة وعجب الواد ميزو حبيبي بس لو كان معاة بطاريات اللى بتتشحن كان يبقي اجمل انما كمنتج كويس شكرا سوق كوم على سرعة الاستجابة, 0 '
'شراب الكولاجين الامريكي, 1 '
'السعر مبالغ فيه جدا و متوفر في السوق بارخص من كده و الافضل ان السعر ينزل بشكل تنافسي, 0 '
'سهلة الاستخدام وسريعة المنتج في غاية الروعخ, 1 '
'ممتازة الئ حد ما ولكن اتوقعت يكون فيه توقيع عالاستلام او حتا عمال يركبوه ويمشو بس كان بسيط, 1 '
'ممتازة جدا وجيدة في الاستخدام وسهولة في التنظيف وتجعلك تقوم باشياء لم تقم بها في السابق وكان من الافضل ان يتم ادراج كتيب مع السلعة يوضح فيه الاستخدامات المتعددة التي تقوم بها, 1 '
